"","iso3c","country","region","income","year","population","overall_score","data_use_score","data_services_score","data_products_score","data_sources_score","data_infrastructure_score"
"762","SYC","Seychelles","Sub-Saharan Africa","High income",2020,98462,57.8516666666667,70,46.1666666666667,62.05,61.0416666666667,50
"763","CHN","China","East Asia & Pacific","Upper middle income",2020,1411100000,57.8075,83.4,42.4,64.9625,43.275,55
"764","NGA","Nigeria","Sub-Saharan Africa","Lower middle income",2020,208327405,57.7908333333333,90,67.1333333333333,64.8375,31.9833333333333,35
"765","HND","Honduras","Latin America & Caribbean","Lower middle income",2020,10121763,57.7045833333333,90,62.2333333333333,77.08125,29.2083333333333,30
"766","BRN","Brunei Darussalam","East Asia & Pacific","High income",2020,441725,57.1933333333333,80,69.3333333333333,48.375,43.2583333333333,45
"767","LAO","Lao PDR","East Asia & Pacific","Lower middle income",2020,7319399,57.1833333333333,76.6,64.3333333333333,67.55,37.4333333333333,40
"768","GMB","Gambia, The","Sub-Saharan Africa","Low income",2020,2573995,57.1204166666667,100,32.7333333333333,78.09375,44.775,30
"769","TJK","Tajikistan","Europe & Central Asia","Lower middle income",2020,9543207,56.8754166666667,90,28.3666666666667,72.51875,43.4916666666667,50
"770","CPV","Cabo Verde","Sub-Saharan Africa","Lower middle income",2020,582640,56.77125,60,64.8,67.98125,71.075,20
"771","KHM","Cambodia","East Asia & Pacific","Lower middle income",2020,16396860,56.43375,70,61.8333333333333,72.09375,33.2416666666667,45
"772","JAM","Jamaica","Latin America & Caribbean","Upper middle income",2020,2820436,56.1116666666667,60,73.4333333333333,60.475,56.65,30
"773","BLZ","Belize","Latin America & Caribbean","Upper middle income",2020,394921,56.0170833333333,70,62.4,58.34375,59.3416666666667,30
"774","TLS","Timor-Leste","East Asia & Pacific","Lower middle income",2020,1299995,55.93125,60,60.6333333333333,64.23125,39.7916666666667,55
"775","QAT","Qatar","Middle East & North Africa","High income",2020,2760385,55.9229166666667,80,64.5333333333333,56.53125,53.55,25
"776","BTN","Bhutan","South Asia","Lower middle income",2020,772506,55.725,90,60.6,68.35,44.675,15
"777","AFG","Afghanistan","South Asia","Low income",2020,38972230,55.56,80,59.4333333333333,72.15,21.2166666666667,45
"778","TON","Tonga","East Asia & Pacific","Upper middle income",2020,105254,55.4608333333333,90,63.2,68.1375,35.9666666666667,20
"779","MOZ","Mozambique","Sub-Saharan Africa","Low income",2020,31178239,55.2083333333333,80,57.0333333333333,66.975,32.0333333333333,40
"780","SUR","Suriname","Latin America & Caribbean","Upper middle income",2020,607065,55.1966666666667,60,69.1333333333333,60.8,51.05,35
"781","OMN","Oman","Middle East & North Africa","High income",2020,4543399,55.17125,70,47.7333333333333,54.23125,58.8916666666667,45
"782","LBN","Lebanon","Middle East & North Africa","Lower middle income",2020,5662923,54.72375,60,66.0666666666667,67.79375,49.7583333333333,30
"783","NAM","Namibia","Sub-Saharan Africa","Upper middle income",2020,2489098,54.635,70,64.7,69.45,39.025,30
"784","FJI","Fiji","East Asia & Pacific","Upper middle income",2020,920422,54.61875,90,29.2333333333333,69.01875,39.8416666666667,45
"785","MDG","Madagascar","Sub-Saharan Africa","Low income",2020,28225177,54.5054166666667,80,63.4333333333333,69.61875,29.475,30
"786","BHR","Bahrain","Middle East & North Africa","High income",2020,1477469,54.3458333333333,70,72.2333333333333,48.2625,51.2333333333333,30
"787","NPL","Nepal","South Asia","Lower middle income",2020,29348627,54.31,70,62.7,77,41.85,20
"788","DZA","Algeria","Middle East & North Africa","Upper middle income",2020,43451666,54.07625,80,25.4333333333333,71.70625,53.2416666666667,40
"789","CMR","Cameroon","Sub-Saharan Africa","Lower middle income",2020,26491087,53.9833333333333,60,63.8666666666667,74.375,36.675,35
"790","GUY","Guyana","Latin America & Caribbean","High income",2020,797202,53.84375,80,60.9666666666667,59.19375,34.0583333333333,35
"791","BFA","Burkina Faso","Sub-Saharan Africa","Low income",2020,21522626,53.6695833333333,80,35.7,71.80625,35.8416666666667,45
"792","MLI","Mali","Sub-Saharan Africa","Low income",2020,21224040,53.39125,66.6,64.3666666666667,72.23125,33.7583333333333,30
"793","MRT","Mauritania","Sub-Saharan Africa","Lower middle income",2020,4498604,53.1879166666667,90,60.9,52.68125,22.3583333333333,40
"794","SLE","Sierra Leone","Sub-Saharan Africa","Low income",2020,8233970,52.345,80,64.4666666666667,66.5,30.7583333333333,20
"795","IRN","Iran, Islamic Rep.","Middle East & North Africa","Upper middle income",2020,87290193,52.1720833333333,80,29.3,61.26875,60.2916666666667,30
"796","STP","Sao Tome and Principe","Sub-Saharan Africa","Lower middle income",2020,218641,52.08375,60,61.6666666666667,58.24375,50.5083333333333,30
"797","VCT","St. Vincent and the Grenadines","Latin America & Caribbean","Upper middle income",2020,104632,51.6695833333333,50,68.4666666666667,52.40625,52.475,35
"798","LSO","Lesotho","Sub-Saharan Africa","Lower middle income",2020,2254100,51.12625,80,35.5333333333333,62.10625,37.9916666666667,40
"799","GIN","Guinea","Sub-Saharan Africa","Lower middle income",2020,13205153,50.9508333333333,80,61.7666666666667,62.8875,30.1,20
"800","SWZ","Eswatini","Sub-Saharan Africa","Lower middle income",2020,1180655,50.8775,90,20.6,70.4875,33.3,40
"801","ETH","Ethiopia","Sub-Saharan Africa","Low income",2020,117190911,50.14375,70,55.8666666666667,74.66875,35.1833333333333,15
"802","BDI","Burundi","Sub-Saharan Africa","Low income",2020,12220227,49.67625,56.6,64.0333333333333,77.00625,15.7416666666667,35
"803","PLW","Palau","East Asia & Pacific","High income",2020,17972,49.6304166666667,50,57.8666666666667,47.46875,52.8166666666667,40
"804","COD","Congo, Dem. Rep.","Sub-Saharan Africa","Low income",2020,92853164,48.8470833333333,70,68.0666666666667,64.56875,21.6,20
"805","NIC","Nicaragua","Latin America & Caribbean","Lower middle income",2020,6755895,48.8345833333333,60,60.3333333333333,53.78125,35.0583333333333,35
"806","TTO","Trinidad and Tobago","Latin America & Caribbean","High income",2020,1518147,46.53625,60,27.4,57.95625,47.325,40
"807","TCD","Chad","Sub-Saharan Africa","Low income",2020,16644701,44.83375,70,57.0333333333333,62.46875,19.6666666666667,15
"808","IRQ","Iraq","Middle East & North Africa","Upper middle income",2020,42556984,44.1779166666667,50,34.0333333333333,71.53125,30.325,35
"809","PNG","Papua New Guinea","East Asia & Pacific","Lower middle income",2020,9749640,44.1120833333333,60,57.8333333333333,65.41875,12.3083333333333,25
"810","ATG","Antigua and Barbuda","Latin America & Caribbean","High income",2020,92664,43.8120833333333,60,28.8666666666667,59.06875,46.125,25
"811","VEN","Venezuela, RB","Latin America & Caribbean","Not classified",2020,28490453,43.61625,46.6,59.9,52.48125,34.1,25
"812","KIR","Kiribati","East Asia & Pacific","Lower middle income",2020,126463,42.8220833333333,50,59.1,66.14375,23.8666666666667,15
"813","VUT","Vanuatu","East Asia & Pacific","Lower middle income",2020,311685,41.9579166666667,56.6,59.1333333333333,57.15625,21.9,15
"814","SLB","Solomon Islands","East Asia & Pacific","Lower middle income",2020,691191,41.3116666666667,50,59.4,57.3,14.8583333333333,25
"815","BHS","Bahamas, The","Latin America & Caribbean","High income",2020,406471,40.4733333333333,40,28.6333333333333,38.55,30.1833333333333,65
"816","SDN","Sudan","Sub-Saharan Africa","Low income",2020,44440486,40.3325,53.4,57.9333333333333,61.5625,18.7666666666667,10
"817","DJI","Djibouti","Middle East & North Africa","Lower middle income",2020,1090156,39.9570833333333,50,59.7,51.69375,13.3916666666667,25
"818","SOM","Somalia","Sub-Saharan Africa","Low income",2020,16537016,38.6608333333333,80,43.7666666666667,56.6125,2.925,10
"819","HTI","Haiti","Latin America & Caribbean","Lower middle income",2020,11306801,38.2520833333333,50,17.9333333333333,64.99375,18.3333333333333,40
"820","DMA","Dominica","Latin America & Caribbean","Upper middle income",2020,71995,38.2129166666667,40,32.8,47.58125,40.6833333333333,30
"821","GNQ","Equatorial Guinea","Sub-Saharan Africa","Upper middle income",2020,1596049,37.9470833333333,30,59.1,51.96875,23.6666666666667,25
"822","GAB","Gabon","Sub-Saharan Africa","Upper middle income",2020,2292573,36.0954166666667,60,25.5666666666667,50.54375,24.3666666666667,20
"823","FSM","Micronesia, Fed. Sts.","East Asia & Pacific","Lower middle income",2020,112106,35.9770833333333,20,61.6,55.21875,28.0666666666667,15
"824","COG","Congo, Rep.","Sub-Saharan Africa","Lower middle income",2020,5702174,35.7329166666667,50,29.4333333333333,52.28125,21.95,25
"825","KNA","St. Kitts and Nevis","Latin America & Caribbean","High income",2020,47642,35.6083333333333,40,30.0666666666667,35.825,47.15,25
"826","MHL","Marshall Islands","East Asia & Pacific","Upper middle income",2020,43413,35.4595833333333,30,60.8333333333333,58.08125,18.3833333333333,10
"827","GNB","Guinea-Bissau","Sub-Saharan Africa","Low income",2020,2015828,34.2329166666667,56.6,23.6666666666667,59.63125,16.2666666666667,15
"828","SSD","South Sudan","Sub-Saharan Africa","Low income",2020,10606227,33.5145833333333,40,43,53.88125,10.6916666666667,20
"829","YEM","Yemen, Rep.","Middle East & North Africa","Low income",2020,32284046,32.4166666666667,46.6,27.5,47.725,20.2583333333333,20
"830","SYR","Syrian Arab Republic","Middle East & North Africa","Low income",2020,20772595,29.1108333333333,36.6,25.2,43.4875,15.2666666666667,25
"831","TKM","Turkmenistan","Europe & Central Asia","Upper middle income",2020,6250438,26.84125,46.6,0.466666666666666,60.45625,11.6833333333333,15
"832","LBY","Libya","Middle East & North Africa","Upper middle income",2020,6653942,23.4145833333333,20,21.3333333333333,42.90625,12.8333333333333,20
"833","ASM","American Samoa","East Asia & Pacific","High income",2020,46189,NA,20,NA,19.0375,NA,NA
"834","AND","Andorra","Europe & Central Asia","High income",2020,77700,NA,40,NA,34.25,NA,10
"835","ABW","Aruba","Latin America & Caribbean","High income",2020,106585,NA,40,NA,21.31875,NA,NA
"836","BRB","Barbados","Latin America & Caribbean","High income",2020,280693,NA,80,NA,57.4,NA,35
"837","BMU","Bermuda","North America","High income",2020,63893,NA,40,NA,24.9875,NA,NA
"838","VGB","British Virgin Islands","Latin America & Caribbean","High income",2020,30910,NA,40,NA,26.08125,NA,NA
"839","CYM","Cayman Islands","Latin America & Caribbean","High income",2020,67311,NA,50,NA,24.25,NA,NA
"840","CAF","Central African Republic","Sub-Saharan Africa","Low income",2020,5343020,NA,50,NA,57.2,NA,20
"841","CHI","Channel Islands","Europe & Central Asia","High income",2020,171113,NA,40,NA,NA,NA,NA
"842","COM","Comoros","Sub-Saharan Africa","Lower middle income",2020,806166,NA,50,NA,61.21875,NA,30
"843","CUB","Cuba","Latin America & Caribbean","Upper middle income",2020,11300698,NA,40,NA,67.43125,NA,NA
"844","CUW","Curacao","Latin America & Caribbean","High income",2020,154947,NA,60,NA,26.6875,NA,NA
"845","ERI","Eritrea","Sub-Saharan Africa","Low income",2020,3555868,NA,36.6,NA,45.08125,NA,15
"846","FRO","Faroe Islands","Europe & Central Asia","High income",2020,52415,NA,40,NA,15.13125,NA,NA
"847","PYF","French Polynesia","East Asia & Pacific","High income",2020,301920,NA,40,NA,22.20625,NA,NA
"848","GIB","Gibraltar","Europe & Central Asia","High income",2020,32709,NA,40,NA,20.06875,NA,NA
"849","GRL","Greenland","Europe & Central Asia","High income",2020,56367,NA,50,NA,19.39375,NA,NA
"850","GRD","Grenada","Latin America & Caribbean","Upper middle income",2020,123663,NA,70,NA,55.95625,NA,20
"851","GUM","Guam","East Asia & Pacific","High income",2020,169231,NA,40,NA,21.1875,NA,NA
"852","HKG","Hong Kong SAR, China","East Asia & Pacific","High income",2020,7481000,NA,60,NA,31.0625,NA,NA
"853","IMN","Isle of Man","Europe & Central Asia","High income",2020,84046,NA,50,NA,11.7,NA,NA
"854","PRK","Korea, Dem. People's Rep.","East Asia & Pacific","Low income",2020,25867467,NA,10,NA,50.675,NA,NA
"855","XKX","Kosovo","Europe & Central Asia","Upper middle income",2020,1790133,NA,60,67.9666666666667,NA,47.8166666666667,60
"856","LIE","Liechtenstein","Europe & Central Asia","High income",2020,38756,NA,50,NA,31.34375,NA,NA
"857","MAC","Macao SAR, China","East Asia & Pacific","High income",2020,676283,NA,60,NA,29.41875,NA,NA
"858","MCO","Monaco","Europe & Central Asia","High income",2020,36922,NA,50,NA,29.6125,NA,NA
"859","NRU","Nauru","East Asia & Pacific","High income",2020,12315,NA,40,NA,46.39375,NA,5
"860","NCL","New Caledonia","East Asia & Pacific","High income",2020,271080,NA,60,NA,23.0125,NA,NA
"861","MNP","Northern Mariana Islands","East Asia & Pacific","High income",2020,49587,NA,40,NA,16.14375,NA,NA
"862","PRI","Puerto Rico","Latin America & Caribbean","High income",2020,3281557,NA,60,NA,28.49375,NA,NA
"863","SMR","San Marino","Europe & Central Asia","High income",2020,34007,NA,50,58,28.34375,NA,50
"864","SXM","Sint Maarten (Dutch part)","Latin America & Caribbean","High income",2020,40350,NA,30,NA,16.46875,NA,NA
"865","MAF","St. Martin (French part)","Latin America & Caribbean","High income",2020,32553,NA,40,NA,13.91875,NA,NA
"866","TCA","Turks and Caicos Islands","Latin America & Caribbean","High income",2020,44276,NA,30,NA,22.19375,NA,NA
"867","TUV","Tuvalu","East Asia & Pacific","Upper middle income",2020,11069,NA,50,NA,54.775,NA,5
"868","VIR","Virgin Islands (U.S.)","Latin America & Caribbean","High income",2020,106290,NA,40,NA,18.7,NA,NA
"869","NOR","Norway","Europe & Central Asia","High income",2019,5347896,89.09375,100,92.2333333333333,77.56875,75.6666666666667,100
"870","POL","Poland","Europe & Central Asia","High income",2019,37965475,89.0708333333333,100,95.1,70.5375,79.7166666666667,100
"871","DNK","Denmark","Europe & Central Asia","High income",2019,5814422,88.8820833333333,100,98.7,68.01875,77.6916666666667,100
"872","SWE","Sweden","Europe & Central Asia","High income",2019,10278887,88.8641666666667,100,94.8666666666667,75.2375,74.2166666666667,100
"873","ESP","Spain","Europe & Central Asia","High income",2019,47134837,88.8541666666667,100,90.8666666666666,75.5375,77.8666666666667,100
"874","FIN","Finland","Europe & Central Asia","High income",2019,5521606,88.8475,100,94.9333333333333,75.2375,74.0666666666667,100
"875","SVN","Slovenia","Europe & Central Asia","High income",2019,2088385,88.60125,100,96.9333333333333,76.28125,69.7916666666667,100
"876","NLD","Netherlands","Europe & Central Asia","High income",2019,17344874,88.5958333333333,100,98.5,71.3625,73.1166666666667,100
"877","ITA","Italy","Europe & Central Asia","High income",2019,59729081,88.5291666666667,100,91.8666666666666,75.2875,75.4916666666667,100
"878","DEU","Germany","Europe & Central Asia","High income",2019,83092962,87.8279166666667,100,96.4666666666666,71.10625,76.5666666666667,95
"879","JPN","Japan","East Asia & Pacific","High income",2019,126633000,87.4725,100,90.5333333333333,73.5125,78.3166666666667,95
"880","CAN","Canada","North America","High income",2019,37618495,87.4658333333333,100,93.2,60.0125,84.1166666666667,100
"881","USA","United States","North America","High income",2019,328329953,87.2570833333333,100,94,63.11875,79.1666666666667,100
"882","AUT","Austria","Europe & Central Asia","High income",2019,8879920,86.7933333333334,100,91.3,74.55,73.1166666666667,95
"883","CZE","Czechia","Europe & Central Asia","High income",2019,10671870,86.7308333333333,100,90.1,74.5875,73.9666666666667,95
"884","FRA","France","Europe & Central Asia","High income",2019,67388001,86.5633333333333,100,90.8,74.3,67.7166666666667,100
"885","TUR","Turkiye","Europe & Central Asia","Upper middle income",2019,82579440,86.47125,100,84,86.08125,62.275,100
"886","EST","Estonia","Europe & Central Asia","High income",2019,1326898,86.41375,100,93.9333333333333,67.49375,70.6416666666667,100
"887","PRT","Portugal","Europe & Central Asia","High income",2019,10286263,86.2591666666667,100,90.7666666666667,71.0375,69.4916666666667,100
"888","AUS","Australia","East Asia & Pacific","High income",2019,25334826,86.2416666666667,90,92.6666666666667,74.075,74.4666666666667,100
"889","CHE","Switzerland","Europe & Central Asia","High income",2019,8575280,86.1816666666667,100,87.6666666666667,76.55,76.6916666666667,90
"890","MEX","Mexico","Latin America & Caribbean","Upper middle income",2019,125085311,86.1704166666667,100,92.9333333333333,89.31875,73.6,75
"891","SVK","Slovak Republic","Europe & Central Asia","High income",2019,5454147,85.595,90,94.9333333333333,69.95,73.0916666666667,100
"892","IRL","Ireland","Europe & Central Asia","High income",2019,4934340,85.3775,90,94.7333333333333,74.1125,68.0416666666667,100
"893","GRC","Greece","Europe & Central Asia","High income",2019,10721582,85.3608333333333,100,87.5,68.5375,70.7666666666667,100
"894","HUN","Hungary","Europe & Central Asia","High income",2019,9771141,85.1641666666667,100,86.8666666666667,69.0375,69.9166666666667,100
"895","LTU","Lithuania","Europe & Central Asia","High income",2019,2794137,84.94375,100,91.8333333333333,60.96875,71.9166666666667,100
"896","KOR","Korea, Rep.","East Asia & Pacific","High income",2019,51764822,84.6170833333333,100,93.4,75.61875,74.0666666666667,80
"897","NZL","New Zealand","East Asia & Pacific","High income",2019,4979200,83.50375,100,91.6333333333333,71.51875,64.3666666666667,90
"898","LVA","Latvia","Europe & Central Asia","High income",2019,1913822,83.3891666666667,100,89.1666666666667,61.3875,66.3916666666667,100
"899","GBR","United Kingdom","Europe & Central Asia","High income",2019,66836327,83.3683333333333,100,86.8,74.025,66.0166666666667,90
"900","BEL","Belgium","Europe & Central Asia","High income",2019,11488980,83.145,100,83.9333333333333,62.225,69.5666666666667,100
"901","CHL","Chile","Latin America & Caribbean","High income",2019,19039485,82.4370833333333,100,76.9666666666667,80.69375,59.525,95
"902","BGR","Bulgaria","Europe & Central Asia","High income",2019,6975761,81.9933333333333,100,90.1,60.675,69.1916666666667,90
"903","ARM","Armenia","Europe & Central Asia","Upper middle income",2019,2820602,81.8966666666667,100,84.9666666666667,81.225,58.2916666666667,85
"904","GEO","Georgia","Europe & Central Asia","Upper middle income",2019,3720161,81.7304166666667,100,86.4666666666667,73.71875,68.4666666666667,80
"905","ISR","Israel","Middle East & North Africa","High income",2019,9054000,81.4725,100,85.7333333333333,58.4625,68.1666666666667,95
"906","CRI","Costa Rica","Latin America & Caribbean","Upper middle income",2019,5084532,80.7779166666667,100,86.4666666666667,75.95625,71.4666666666667,70
"907","MDA","Moldova","Europe & Central Asia","Upper middle income",2019,2664224,80.3225,100,94.2333333333333,53.5625,63.8166666666667,90
"908","KGZ","Kyrgyz Republic","Europe & Central Asia","Lower middle income",2019,6456200,80.1358333333333,100,81.4666666666667,73.6375,60.575,85
"909","CYP","Cyprus","Europe & Central Asia","High income",2019,1228836,79.6179166666667,100,92.2666666666666,53.33125,67.4916666666667,85
"910","BRA","Brazil","Latin America & Caribbean","Upper middle income",2019,211782878,79.2570833333333,90,83.3,73.09375,74.8916666666667,75
"911","ROU","Romania","Europe & Central Asia","High income",2019,19371648,79.1779166666667,100,87.1666666666667,56.73125,71.9916666666667,80
"912","BLR","Belarus","Europe & Central Asia","Upper middle income",2019,9419758,79.13125,100,79.2333333333333,67.88125,63.5416666666667,85
"913","LUX","Luxembourg","Europe & Central Asia","High income",2019,620001,78.67125,80,90.4333333333333,61.28125,61.6416666666667,100
"914","ISL","Iceland","Europe & Central Asia","High income",2019,360563,78.3533333333333,80,87.8,59.7,64.2666666666667,100
"915","KAZ","Kazakhstan","Europe & Central Asia","Upper middle income",2019,18513673,78.2291666666667,100,82.1333333333333,78.3125,60.7,70
"916","SGP","Singapore","East Asia & Pacific","High income",2019,5703569,78.1091666666667,100,100,42.1625,73.3833333333333,75
"917","RUS","Russian Federation","Europe & Central Asia","High income",2019,145453291,77.8504166666667,93.4,83.6666666666667,58.51875,63.6666666666667,90
"918","MNG","Mongolia","East Asia & Pacific","Upper middle income",2019,3232430,76.6133333333333,100,80,77.475,65.5916666666667,60
"919","SRB","Serbia","Europe & Central Asia","Upper middle income",2019,6945235,76.1229166666667,100,67.3666666666667,68.43125,64.8166666666667,80
"920","THA","Thailand","East Asia & Pacific","Upper middle income",2019,71307763,76.1108333333333,100,76.4666666666667,76.2375,57.85,70
"921","ALB","Albania","Europe & Central Asia","Upper middle income",2019,2854191,76.0429166666667,100,69.7666666666667,72.70625,62.7416666666667,75
"922","MLT","Malta","Middle East & North Africa","High income",2019,504062,75.5383333333333,100,84,45.5,73.1916666666666,75
"923","PHL","Philippines","East Asia & Pacific","Lower middle income",2019,110380804,75.3933333333333,100,88.2666666666667,75.175,78.525,35
"924","LKA","Sri Lanka","South Asia","Lower middle income",2019,21803000,75.0479166666667,100,81.0333333333333,70.45625,78.75,45
"925","EGY","Egypt, Arab Rep.","Middle East & North Africa","Lower middle income",2019,105618671,74.4008333333333,100,76.8,72.6375,62.5666666666667,60
"926","ZAF","South Africa","Sub-Saharan Africa","Upper middle income",2019,58087055,74.3083333333333,76.6,85.5,75.075,69.3666666666667,65
"927","COL","Colombia","Latin America & Caribbean","Upper middle income",2019,50187406,74.0954166666667,100,84.2666666666667,83.11875,48.0916666666667,55
"928","ECU","Ecuador","Latin America & Caribbean","Upper middle income",2019,17343740,73.1166666666667,100,87.7333333333333,76.425,56.425,45
"929","MKD","North Macedonia","Europe & Central Asia","Upper middle income",2019,1876262,72.69875,100,88.0666666666667,51.14375,59.2833333333333,65
"930","UKR","Ukraine","Europe & Central Asia","Upper middle income",2019,44474512,72.4741666666667,100,46.0666666666667,67.3375,48.9666666666667,100
"931","IDN","Indonesia","East Asia & Pacific","Upper middle income",2019,269582878,72.2025,100,87.3333333333333,74.8875,43.7916666666667,55
"932","MUS","Mauritius","Sub-Saharan Africa","Upper middle income",2019,1265985,71.9070833333333,90,86.2,56.99375,56.3416666666667,70
"933","HRV","Croatia","Europe & Central Asia","High income",2019,4065253,70.7941666666667,90,50.7666666666667,57.2875,65.9166666666667,90
"934","PSE","West Bank and Gaza","Middle East & North Africa","Lower middle income",2019,4685306,70.7629166666667,90,86.5666666666667,55.68125,61.5666666666667,60
"935","ARG","Argentina","Latin America & Caribbean","Upper middle income",2019,44938712,69.4391666666667,90,79.4666666666667,79.5875,63.1416666666667,35
"936","MNE","Montenegro","Europe & Central Asia","Upper middle income",2019,622028,69.0191666666667,100,64.2666666666667,67.1125,58.7166666666667,55
"937","MYS","Malaysia","East Asia & Pacific","Upper middle income",2019,32804020,68.8804166666667,80,84.0333333333333,73.01875,57.35,50
"938","SLV","El Salvador","Latin America & Caribbean","Upper middle income",2019,6280217,68.7933333333333,90,79.9333333333333,69.15,44.8833333333333,60
"939","AZE","Azerbaijan","Europe & Central Asia","Upper middle income",2019,10024283,68.14125,80,64.6333333333333,60.98125,55.0916666666667,80
"940","PER","Peru","Latin America & Caribbean","Upper middle income",2019,32824861,68.0129166666667,90,85.7666666666667,77.33125,46.9666666666667,40
"941","UGA","Uganda","Sub-Saharan Africa","Low income",2019,42949080,67.5708333333333,100,64.2,74.7875,33.8666666666667,65
"942","IND","India","South Asia","Lower middle income",2019,1383112050,67.3704166666667,80,87.9666666666667,59.99375,53.8916666666667,55
"943","URY","Uruguay","Latin America & Caribbean","High income",2019,3428409,66.9920833333333,100,83.9,65.99375,65.0666666666667,20
"944","MAR","Morocco","Middle East & North Africa","Lower middle income",2019,36304408,66.3529166666667,80,88.4,68.15625,45.2083333333333,50
"945","SEN","Senegal","Sub-Saharan Africa","Lower middle income",2019,16000781,65.9004166666667,80,81.0333333333333,66.91875,51.55,50
"946","TUN","Tunisia","Middle East & North Africa","Lower middle income",2019,12049314,64.9008333333333,90,85.6666666666667,64.8625,53.975,30
"947","GHA","Ghana","Sub-Saharan Africa","Lower middle income",2019,31522290,64.1658333333333,90,61.2666666666667,65.1125,54.45,50
"948","DOM","Dominican Republic","Latin America & Caribbean","Upper middle income",2019,10881882,64.1645833333333,100,65.6,59.95625,35.2666666666667,60
"949","MMR","Myanmar","East Asia & Pacific","Lower middle income",2019,53040212,63.4329166666667,100,67.0666666666667,73.80625,41.2916666666667,35
"950","RWA","Rwanda","Sub-Saharan Africa","Low income",2019,12835028,62.45875,80,72.4333333333333,69.61875,45.2416666666667,45
"951","BOL","Bolivia","Latin America & Caribbean","Lower middle income",2019,11777315,62.31625,100,68.5333333333333,70.38125,52.6666666666667,20
"952","GTM","Guatemala","Latin America & Caribbean","Upper middle income",2019,16604026,61.86625,80,62.1,73.93125,58.3,35
"953","ZWE","Zimbabwe","Sub-Saharan Africa","Lower middle income",2019,15354608,61.6525,90,59.9333333333333,70.2375,43.0916666666667,45
"954","PAK","Pakistan","South Asia","Lower middle income",2019,223293280,61.0054166666667,100,60.9666666666667,73.29375,40.7666666666667,30
"955","TGO","Togo","Sub-Saharan Africa","Low income",2019,8243094,60.8804166666667,90,59.8333333333333,68.54375,41.025,45
"956","PAN","Panama","Latin America & Caribbean","High income",2019,4232532,60.5845833333333,80,62.8,65.20625,64.9166666666667,30
"957","VNM","Viet Nam","East Asia & Pacific","Lower middle income",2019,95776716,60.1254166666667,100,64,55.06875,46.5583333333333,35
"958","FJI","Fiji","East Asia & Pacific","Upper middle income",2019,918465,59.9308333333333,90,59.5,52.9375,52.2166666666667,45
"959","CHN","China","East Asia & Pacific","Upper middle income",2019,1407745000,59.885,83.4,46.4,59.675,44.95,65
"960","BIH","Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",2019,3360711,59.5675,70,60.6666666666667,58.1375,49.0333333333333,60
"961","JOR","Jordan","Middle East & North Africa","Lower middle income",2019,10698683,59.51375,80,47.5,71.29375,68.775,30
"962","PRY","Paraguay","Latin America & Caribbean","Upper middle income",2019,6530026,59.3795833333333,70,63.0666666666667,76.43125,32.4,55
"963","ZMB","Zambia","Sub-Saharan Africa","Lower middle income",2019,18380477,59.1875,90,57.8,70.4625,37.675,40
"964","BGD","Bangladesh","South Asia","Lower middle income",2019,165516222,58.9033333333333,90,61.6,68.975,48.9416666666667,25
"965","DZA","Algeria","Middle East & North Africa","Upper middle income",2019,42705368,58.6525,80,60.1333333333333,57.3625,55.7666666666667,40
"966","MOZ","Mozambique","Sub-Saharan Africa","Low income",2019,30285595,58.5704166666667,90,57.6333333333333,67.39375,37.825,40
"967","MWI","Malawi","Sub-Saharan Africa","Low income",2019,18867337,58.3070833333333,90,61.2333333333333,66.54375,43.7583333333333,30
"968","TZA","Tanzania","Sub-Saharan Africa","Lower middle income",2019,59872579,58.2345833333333,76.6,60.7,68.78125,40.0916666666667,45
"969","KWT","Kuwait","Middle East & North Africa","High income",2019,4441100,58.0495833333333,80,66.3333333333333,51.65625,57.2583333333333,35
"970","ARE","United Arab Emirates","Middle East & North Africa","High income",2019,9211657,58.0025,90,36.8666666666667,42.2375,55.9083333333333,65
"971","AGO","Angola","Sub-Saharan Africa","Lower middle income",2019,32353588,57.9525,80,57.3,68.5625,43.9,40
"972","SAU","Saudi Arabia","Middle East & North Africa","High income",2019,35827362,57.71875,60,60.7333333333333,47.21875,70.6416666666667,50
"973","BWA","Botswana","Sub-Saharan Africa","Upper middle income",2019,2499702,57.6791666666667,60,66.5666666666667,65.3875,56.4416666666667,40
"974","IRN","Iran, Islamic Rep.","Middle East & North Africa","Upper middle income",2019,86564202,57.3583333333333,80,59.8,51.625,60.3666666666667,35
"975","HND","Honduras","Latin America & Caribbean","Lower middle income",2019,9958829,56.84625,70,62.3666666666667,66.85625,45.0083333333333,40
"976","BLZ","Belize","Latin America & Caribbean","Upper middle income",2019,389095,56.0954166666667,70,62.2666666666667,55.76875,62.4416666666667,30
"977","TJK","Tajikistan","Europe & Central Asia","Lower middle income",2019,9337003,56.0904166666667,90,31.3666666666667,65.49375,43.5916666666667,50
"978","NGA","Nigeria","Sub-Saharan Africa","Lower middle income",2019,203304492,55.9154166666667,90,62.4,54.84375,32.3333333333333,40
"979","SYC","Seychelles","Sub-Saharan Africa","High income",2019,97625,55.9091666666667,70,46.4666666666667,52.8375,60.2416666666667,50
"980","KEN","Kenya","Sub-Saharan Africa","Lower middle income",2019,50951450,55.8645833333333,70,60.4666666666667,61.43125,42.425,45
